usernameTweet,ID,text,url,nbr_retweet,nbr_favorite,nbr_reply,datetime,has_media,medias,is_reply,is_retweet,user_id
icddr_b,-1793626112,"Dhaka dwellers experience #denguefever  in this monsoon. Awareness to reduce #mosquito  breeding is essential,  ",/icddr_b/status/1043062458494185472,0,1,0,2018-09-21 02:00:43,false,false,false,false,455035904
SabbirSaleh,345264128,"Due to  Dengue  Fever I need A+  blood  for one of my Brothers urgently, if you can please contact me at +88-01835-150865. — looking for A+  blood  donors in  Dhaka   ",/SabbirSaleh/status/1043534112466685952,0,0,0,2018-09-22 09:14:54,false,false,false,false,851449050
GoraLorca,1972850690,"Deaths from #dengue  highest in 15yrs in #Dhaka , #Bangladesh   ",/GoraLorca/status/1045023630227361794,0,0,0,2018-09-26 11:53:43,true,false,false,false,1240974824
probirbidhan,-229146624,# DhakaUnderDengueAttack  #denguefever  #dengue  #dhaka  #bangladesh  #mosquito  #mosquitobites   ,/probirbidhan/status/1045197389517258752,0,0,0,2018-09-26 23:24:11,false,false,false,false,103231978
BreakDengue,1926713344,"Dengue has killed 15 people in Dhaka as of September this year, the highest #dengue  death rate since 2003  ",/BreakDengue/status/1045251199023403008,0,1,0,2018-09-27 02:58:00,true,https://t.co/fGjSv0wKJO,false,false,1513673754
BreakDengue,-1651056640,Government initiatives in Dhaka is not enough to stop spread of #dengue  fever  ,/BreakDengue/status/1047448427699822592,1,1,0,2018-10-03 04:29:00,false,false,false,false,1513673754
GoraLorca,-1504256000,"# Child  #dengue  patients surge in #Dhaka , #Bangladesh   ",/GoraLorca/status/1048047249366900736,3,2,0,2018-10-04 20:08:30,true,https://t.co/r8CpmGribp,false,false,1240974824
haramainhosp,-1600675840,"# DengueRisk   .........the risk of #Dengue  is being seen as a threat to #Bangladesh   according to the latest update from Dr Ayesha Akhter, in-charge of disease control room at the Directorate Of Health  

 https://www. thedailystar.net/frontpage/news /dengue-risk-rising-1643308   …",/haramainhosp/status/1048458741497176064,0,1,0,2018-10-05 23:23:38,true,https://t.co/nGciEeVYDR,false,false,-99278848
ArefinShimon,-661204992,"B +ve  blood  donor needed for Shawkat Ali Sadi vaiya's Cousin in Ali Asgar Hospital, Old  Dhaka . He's been Suffering from  Dengue +Pneumonia.

Date: 06.10.2018

Contact: Dr. Saif- 01717-619152 ( Shawkat Ali Sadi's  Cousin)",/ArefinShimon/status/1048604556576346112,0,0,0,2018-10-06 09:03:03,false,false,false,false,799741963
theshutterholic,-1957363712,"4 bag urgent AB+  blood  is needed for  dengue  patient. 
Location: puran  dhaka , gendaria, 
Asgar ali hospital
Contact: +880 16 7633 4608
+880 17 8950 9164

Anyone?
Please spread this to find donors and pray.
Thank you.",/theshutterholic/status/1048814669375275008,0,0,0,2018-10-06 22:57:57,false,false,false,false,1508469108
BreakDengue,-2037100542,New variety  of the #dengue  virus detected for first time in #Bangladesh    ,/BreakDengue/status/1049169266090463234,7,3,0,2018-10-07 22:27:00,false,false,false,false,1513673754
ProductJT,-640241664,"7,000 #Dengue  cases in #Dhaka 
 This year.

The fight against dengue
  https://www. dhakatribune.com/opinion/editor ial/2018/10/13/the-fight-against-dengue   … 

#PublicHealth  #Health  #Mosquito  #Mosquitoes  #Bangladesh 
 https:// amzn.to/2GnLZpX  ",/ProductJT/status/1051457784976420864,0,0,0,2018-10-14 06:00:45,false,false,false,false,-925466624
BreakDengue,513069056,"Better dengue prevention is needed in #Bangladesh . Children are being hit by #dengue  fever the hardest
  http:// bit.ly/2Cfo7FO    #publichealth",/BreakDengue/status/1051729133573558272,4,3,0,2018-10-14 23:59:00,true,https://t.co/J93tXuBZO0,false,false,1513673754
bactiman63,-2666496,# Dengue  fever: #Bangladesh  reporting record year #Dhaka   ,/bactiman63/status/1052131704637444096,3,1,0,2018-10-16 02:38:40,true,false,false,false,45478814
healthmap,1440210945,# Bangladesh  reporting record year for #dengue  fever with 7450 cases and 17 fatalities - Outbreak News Today  ,/healthmap/status/1052183718134276097,1,3,0,2018-10-16 06:05:21,true,false,false,false,20149254
BreakDengue,-1395363840,"# Bangladesh  has reported 7,450 #dengue  fever cases, and at least 17 fatalities   ",/BreakDengue/status/1052431260033773568,0,0,0,2018-10-16 22:29:00,true,false,false,false,1513673754
BreakDengue,-69943296,Dengue fever infections continue to rise in #Bangladesh   ,/BreakDengue/status/1056839809065336832,2,3,0,2018-10-29 02:27:00,true,https://t.co/jUqMbQTi0p,false,false,1513673754
ChembioDx,1687674880,# Dengue  fever: #Bangladesh  reporting record year  ,/ChembioDx/status/1056924610657247232,0,0,0,2018-10-29 08:03:58,true,https://t.co/wm8kXVRh6o,false,false,-1991091494
mdgolamaliabir,-99123200,"Urgent Ab+  blood  needed for a  dengue  patient by tomorrow morning.
Location :Central Hospital, Dhanmondi, Road#5,attached to Green Road, Dhaka -1205
Interested donor can contact with the following given contact number for more details.
01930780559",/mdgolamaliabir/status/1062726362363035648,0,0,0,2018-11-14 07:18:03,false,false,false,false,269337609
mdgolamaliabir,102154241,"Urgent Ab+  blood  needed for a  dengue  patient by tomorrow morning.
Location :Central Hospital, Dhanmondi, Road#5,attached to Green Road, Dhaka -1205
Interested donor can contact with the following given contact...  https://www. facebook.com/10000129106718 3/posts/1908775205842163/   …",/mdgolamaliabir/status/1062727741248815105,0,0,0,2018-11-14 07:23:32,false,false,false,false,269337609
PLOSNTDs,-1525305344,"New research: Geostatistical mapping of the seasonal spread of under-reported #dengue  cases in  Bangladesh  #PLOSNTDS 
 https:// doi.org/10.1371/journa l.pntd.0006947   … pic.twitter.com/lp7qKRNAkE",/PLOSNTDs/status/1063499442165231616,3,1,0,2018-11-16 10:30:00,false,false,false,false,502278199
SovonMahmud,-967335935,"0+  Blood  Needed for a  dengue  patient..... at  Mirpur -1
Delta Hospital",/SovonMahmud/status/1064397859687211009,0,0,0,2018-11-18 21:59:59,false,false,false,false,331926988
ProductJT,1754759169,"# Dengue  cases hit 18-yr high in #Dhaka  

 https://www. thedailystar.net/frontpage/news /dengue-cases-hit-18-yr-high-1663387   … 

#PublicHealth  #Health  #Mosquito  #Mosquitoes  #denguefever  #डेंगू",/ProductJT/status/1065092392980807681,1,1,0,2018-11-20 19:59:49,false,false,false,false,-925466624
GloriaP49210854,1406578688,@ CDC  #epidemiology  #DengueFever  season in  Bangladesh :  ,/GloriaP49210854/status/1065150305971646464,0,0,0,2018-11-20 23:49:57,false,false,false,false,-703102976
BreakDengue,-803815424,"The number of recorded #dengue  cases this year (9,531) has doctors worried.  ",/BreakDengue/status/1065152584388886528,0,2,0,2018-11-20 23:59:00,true,https://t.co/qQYZjmIkB0,false,false,1513673754
LeenBoer,1024933888,"Deadliest year for #dengue  fever in #Bangladesh  as cases explode in Dhaka 
 https://www. theguardian.com/global-develop ment/2018/nov/21/deadliest-year-for-dengue-fever-in-bangladesh-as-cases-explode-in-dhaka?CMP=share_btn_tw   …",/LeenBoer/status/1065182023923482624,0,0,0,2018-11-21 01:55:59,true,false,false,false,1241969125
RSTMH,-61378559,# Dengue  cases more than triple in  Dhaka  this year driven by unplanned rapid #urbanisation  and poor healthcare.  ,/RSTMH/status/1065188216180011009,4,3,0,2018-11-21 02:20:35,true,false,false,false,601888277
Tkarera,1888972800,Deadliest year for #dengue  fever in #Bangladesh  as cases explode in #Dhaka   ,/Tkarera/status/1065208516145803264,0,0,0,2018-11-21 03:41:15,true,false,false,false,274261249
BreakDengue,-724119552,# Dengue  cases more than triple in the capital driven by unplanned rapid urbanisation and poor healthcare  ,/BreakDengue/status/1065222643975114752,2,3,0,2018-11-21 04:37:23,true,https://t.co/bN7U0DxgMz,false,false,1513673754
Vaccinologist,261570560,"Cases of #dengue  more than triple in #Bangladesh  with 7,450 cases reported & 17 deaths, making it the deadliest year since the first recorded epidemic in 2000. @PDCdengue  @preventdengue  @BreakDengue  @DengueInfo  @DengueHAckOrg   ",/Vaccinologist/status/1065246275870867456,0,4,0,2018-11-21 06:11:18,true,false,false,false,-1898590207
AmeshAA,-1223196672,"""By mid-October, almost 7,450 cases of #dengue  had been reported in  Bangladesh  and 17 deaths, making it the deadliest year since the first recorded epidemic in 2000.""  ",/AmeshAA/status/1065249392532357120,0,0,0,2018-11-21 06:23:41,true,false,false,false,227429355
icddr_b,1528221696,"Dengue fever in Dhaka,  Bangladesh : 2018 has been the deadliest. @icddr_b  is leading a #dengue  vaccine trial,  ",/icddr_b/status/1065266184310935552,3,1,0,2018-11-21 07:30:24,true,false,false,false,455035904
bedlamfury,668270593,"""They just spray the insecticide to look like they’re active."" #publichealth  #dengue  #society  #healthcare  #Bangladesh   ",/bedlamfury/status/1065274820630216705,0,0,0,2018-11-21 08:04:43,true,false,false,false,83875900
FollowAIDF,1045905408,"Cases of #denguefever  have tripled in #Dhaka , the most deadly year to date
#AIDFAsia  #HealthForAll  #Bangladesh  
 http:// bit.ly/2PKBAgw   pic.twitter.com/jKj9TMQQl0",/FollowAIDF/status/1065291421056450560,0,0,0,2018-11-21 09:10:41,false,false,false,false,42624524
FitzGab,-1068175360,"By mid-October, almost 7,450 cases of #dengue  reported in #Bangladesh  and 17 deaths, making it deadliest year since 1st recorded epidemic in 2000; @icddr_b  is leading dengue vaccine trial in Mirpur, north of Dhakar  ",/FitzGab/status/1065294807671566336,0,1,0,2018-11-21 09:24:09,true,false,false,false,417159323
ASTMH,-1911123965,Deadliest year for #dengue  fever in  Bangladesh  as cases explode in Dhaka.  ,/ASTMH/status/1065305213534375939,4,5,0,2018-11-21 10:05:29,true,false,false,false,75322835
BreakDengue,-1407852543,Deadliest year yet for #dengue  fever in #Bangladesh  as cases explode in the capital of Dhaka  ,/BreakDengue/status/1065492070884827137,2,0,0,2018-11-21 22:28:00,true,https://t.co/oaconOgnCd,false,false,1513673754
CEPIvaccines,-2020163584,"Bangladesh  has seen more than a tripling of numbers of recorded #Dengue  cases in the city of Dhaka this year – alongside a lengthening of its season.

#globalhealth  

 https:// buff.ly/2S8pVVP  ",/CEPIvaccines/status/1065521263165227008,3,4,0,2018-11-22 00:24:00,false,false,false,false,1384448
Aalto_Bio,-199839743,Deadliest year for #dengue  in  Bangladesh   ,/Aalto_Bio/status/1065541404087201793,0,0,0,2018-11-22 01:44:02,true,false,false,false,-862328100
GaviSeth,1213644800,"Sad to see the rise in #dengue  cases as a side product of rapid urbanisation in #Dhaka ,  Bangladesh . Investment in the city’s healthcare system is crucial to tackling this problem, particularly in an era of global warming.  ",/GaviSeth/status/1065614883801186304,8,11,0,2018-11-22 06:36:01,true,false,false,false,93115683
Crof,-1391026176,Deadliest year for #dengue  fever in  Bangladesh  as cases explode in Dhaka  ,/Crof/status/1065670342109208576,1,1,0,2018-11-22 10:16:23,true,false,false,false,19042993
projecthopeorg,1314299904,"Cases of #Dengue  fever in Dhaka, #Bangladesh  have more than tripled compared to last year. The actual number could be much higher since the government only collects data from hospitals that treat the most severe cases.  ",/projecthopeorg/status/1065692704414277632,0,0,0,2018-11-22 11:45:15,true,false,false,false,18169636
MicrobesInfect,-1357553663,"Worst year yet for #dengue  in  Bangladesh  as cases explode in the capital of Dhaka.

This year the disease has seen more than a tripling of numbers of recorded cases in the city - alongside a lengthening of its season

 https://www. scmp.com/news/asia/sout h-asia/article/2174415/deadliest-year-yet-dengue-fever-bangladesh-cases-explode   … pic.twitter.com/yw3aUPafLT",/MicrobesInfect/status/1065791271241867265,6,5,0,2018-11-22 18:16:55,false,false,false,false,313054802
DrDavidHulme,706129920,Deadliest year for #denguefever  in #Bangladesh  as cases explode in #Dhaka   ,/DrDavidHulme/status/1065843392733687808,1,2,0,2018-11-22 21:44:01,false,false,false,false,62820234
FollowAIDF,877940737,"Top stories this week: Cases of #denguefever   have tripled in #Dhaka , the most deadly year to date
#AIDFAsia  #HealthForAll  #Bangladesh  
 http:// bit.ly/2PKBAgw   pic.twitter.com/VVduD081c7",/FollowAIDF/status/1066285297795616769,0,0,0,2018-11-24 03:00:00,false,false,false,false,42624524
sourav_partha,1310109702,"Emergency A (+)ve  blood  needed for a  Dengue  Patient.

4 bags

Place: Delta Hospital ( Near  Mirpur  Bangla College)

Contact Number: 01670811428 (Chacha to the Patient)",/sourav_partha/status/1066580718963306502,0,0,0,2018-11-24 22:33:54,false,false,false,false,-2037112828
glassmanamanda,-1948864512,Deadliest year for #dengue  fever in  Bangladesh  as cases explode in Dhaka  ,/glassmanamanda/status/1067374275336777728,0,0,0,2018-11-27 03:07:12,true,https://t.co/gJtWilR5cS,false,false,211376476
CeciliaChen_,-1520996352,"Sometimes people ignored fever and pains for several days; by then, it's too late and #dengue  became life-theatening  ",/CeciliaChen_/status/1067659379988721664,0,0,0,2018-11-27 22:00:06,true,false,false,false,1364688896
BreakDengue,1691676672,"People die because they ignore symptoms for too long, doctor warns  ",/BreakDengue/status/1067712451817304064,1,2,0,2018-11-28 01:31:00,true,https://t.co/yLVXkMbyXt,false,false,1513673754
SamzRihan,966254593,O positive  blood  donors here? Need 4 bags of  blood    ,/SamzRihan/status/1069455533504192513,0,0,0,2018-12-02 20:57:23,false,false,false,false,1057569294
icddr_b,1247248384,"# Dengue  has affected  Dhaka  dwellers way too much. 
Blame overpopulation, #pollution  and poor #WASH  or the #AedesAegypti  mosquitoes? v @GdnDevelopment  #publichealth http:// bit.ly/2DQkTdd  ",/icddr_b/status/1069651251149897728,0,1,0,2018-12-03 09:55:06,true,https://t.co/EEgX2dojbU,false,false,455035904
NimaYaghmaei,-136871936,,/NimaYaghmaei/status/1069904021476048896,0,0,0,2018-12-04 02:39:31,true,https://t.co/5LYJH75IEv,false,false,-1307136000
Ogyani,-1562910720,"# Guess  who is onboard with me on @jetairways  flight to  Dhaka 
#Mosquitoes     
Cabin crew informs they do not use insect repellents  it is harmful for passages on-board 9W274 
So #Dengue  #malaria  comes complimentary on #JetAirways",/Ogyani/status/1086792982509117440,1,3,0,2019-01-19 17:10:13,false,false,false,false,38374842
icddr_b,-1302941695,"Has a combination of #climatechange , urbanisation, and a struggling #healthcare  system influenced the rise of #Dengue  in  Dhaka ? New report in @TheLancetInfDis ,  ",/icddr_b/status/1093164936119889921,0,3,0,2019-02-06 07:10:05,false,false,false,false,455035904
WaleMicaiah,-1747484672,"9. Dengue

#Dengue , a #mosquito -#borne  #disease  that causes #flu -like symptoms & can be lethal and kill up to 20% of those with severe #dengue , has been a growing threat for decades. 

A high number of cases occur in the rainy seasons of countries such as #Bangladesh  & #India . pic.twitter.com/oQbM8zS3ra",/WaleMicaiah/status/1095918873000509440,2,1,1,2019-02-13 21:33:15,false,false,false,false,461881827
DengueNews,-268296192,# Dengue  News: Eradicating dengue menace - Financial Express  Bangladesh   ,/DengueNews/status/110057252496482304,0,0,0,2011-09-03 11:31:08,false,false,false,false,364011290
weareji,-883597311,"# Epidemics  of #malaria  & #dengue  could sweep #LatinAmerica  on an unprecedented scale following collapse of the #healthcare  system in #Venezuela 
 https://www. theguardian.com/global-develop ment/2019/feb/21/venezuela-crisis-threatens-disease-epidemic-across-continent-experts?utm_term=RWRpdG9yaWFsX0dsb2JhbERpc3BhdGNoLTE5MDIyOA%3D%3D&utm_source=esp&utm_medium=Email&utm_campaign=GlobalDispatch&CMP=globaldispatch_email   …   
#infectiousdiseases  #mosquitoes  #development  #mining  #Zika  #Chikungunya  #publichealth  #diseases  #epidemiology",/weareji/status/1101270991525732353,1,1,0,2019-02-28 16:00:39,true,https://t.co/N2n9ddc8mA,false,false,855276500
AtoifiResearch,529903616,What is causing our fevers? A new #health  study from @AtoifiResearch  in #SolomonIslands   ,/AtoifiResearch/status/1101386209731915776,2,10,0,2019-02-28 23:38:29,false,false,false,false,-1041807909
avoiceforchoice,756510722,# Philippine  #DOJ  has found probable cause to indict officials from #BigPharma  Co @sanofi  and #health  officials over 10 deaths linked to #dengue  #vaccine . The charge is 'reckless imprudence resulting in homicide'. #Vaccines  #VaccinesKill  #NoMandates  #News ,/avoiceforchoice/status/1101690340887719938,21,26,5,2019-03-01 19:47:00,true,https://t.co/cuVlpTK1Gy,false,false,-1072045995
IHHCHomeCare,-288030719,"This summer be alert, cautious, and safe from DENGUE. Keep your environment clean and stay in the pink of health. 

#dengue  #denguefever  #denguefeversymptoms  #IHHC  #HomeHealthCare  #mosquitobornedisease  #dengueoutbreak   pic.twitter.com/CGSLxRTxrG",/IHHCHomeCare/status/1101811947547197441,0,1,1,2019-03-02 03:50:13,false,false,false,false,368744432
rubueno10,1213718528,"Interesting information about two of the most dangerous #mosquitoes  of the world. Past, present and future spread of #AedesAegypti  & #AedesAlbopictus . Analyzing new risk scenarios for #arbovirus  transmission.  
#Dengue  #Zika  #Chikungunya  #YellowFever 
   https://www. nature.com/articles/s4156 4-019-0376-y   … pic.twitter.com/mtx4lHb5Q8",/rubueno10/status/1102914888060624896,14,18,0,2019-03-05 04:52:55,false,false,false,false,-485085184
MENTOR_Hq,-1151950848,"""rates of #dengue  infection & dissemination were lower in #mosquitoes  fed indirectly on blood with no additive than in mosquitoes fed directly on a participant."" #beatNTDs  @PLOSNTDs ",/MENTOR_Hq/status/1102924291673333760,3,2,0,2019-03-05 05:30:17,true,https://t.co/VuxztGxlIX,false,false,693534720
EnviroEdgeNews,-195653630,"# ClimateChange  Will Expose Half of World’s Population to #Disease -Spreading Mosquitoes By 2050, via @YaleE360  with @NatureMicrobiol   ",/EnviroEdgeNews/status/1103004986475188226,0,0,0,2019-03-05 10:50:56,true,https://t.co/GP3TaISTWO,false,false,171828737
mymedicalmantra,1897320448,"Cases of #dengue  highly underestimated in #Pune , finds study
@IMAIndiaOrg  @FordaIndia  @fortis_hospital  #punenews   @MoHFW_INDIA  @NHPINDIA  @RoadsOfMumbai  #health  #medicaid  @InfoMumbai  @RidlrPune  @DDIPUNE @MarathiBrain  @goodhealth  @commonmedical http://www. mymedicalmantra.com/cases-of-dengu e-highly-underestimated-in-pune-finds-study/   …",/mymedicalmantra/status/1103214634511814656,0,2,0,2019-03-06 00:44:00,true,https://t.co/NXNzkZ19ax,false,false,362110976
_atanas_,-736702464,"Impact of pre-existing dengue immunity on human antibody and memory B cell responses to Zika 
#science  #research  #scicomm  #health  #medicine  #memories  #impact  #cell  #preexisting  #response  #dengue  #immunity  #antibodies  #zika http:// feeds.nature.com/~r/ncomms/rss/ current/~3/0rhYFteR4IQ/s41467-019-08845-3   …",/_atanas_/status/1103490201274470400,30,28,0,2019-03-06 18:59:00,true,https://t.co/tGdcIXATTz,false,false,-2037409208
drasatrust,2107080705,"New #Research  by @OneHealthUCD  predicted the unidentified carriers of #Zika , #Dengue  and #YellowFever  by comparing data from carriers of these #InfectiousDiseases  to wildlife animals with similar traits. Cool!    ",/drasatrust/status/1103645282502410241,0,1,0,2019-03-07 05:15:14,false,false,false,false,-1471663454
Lushomo_Net,-1445699584,Did you know? Guppy fish that eat mosquito larvae can be used to control #mosquitoes  and reduce the diseases that they carry. #dengue  #vectorbornediseases  #enddengue  @vbd_environment pic.twitter.com/bF5xqIJQWZ,/Lushomo_Net/status/1103974642811691008,0,2,0,2019-03-08 03:04:00,false,false,false,false,304524380
APPRISE_CRE,-1768460288,".@pahowho  calls for countries in Latin America and the Caribbean to prepare for possible outbreaks of dengue
#dengue  #outbreak  #infectiousdiseases 
 https:// bit.ly/2ExdkGr  ",/APPRISE_CRE/status/1104941272123535360,0,0,0,2019-03-10 20:05:02,false,false,false,false,1242873856
WiBugGuy,-1185509376,"Folks can debate if a glass is half full or half empty, but 50% is a downright scary number in this case:

#Mosquitoes  #Zika  #Dengue   https:// twitter.com/sciam/status/1 103777361424773121   …",/WiBugGuy/status/1105189221168484352,0,2,0,2019-03-11 12:30:18,false,false,false,false,-1464615640
Healthsguardian,1771331584,"5 ways to prevent dengue... 

   https://www. healthsguardian.com/5-ways-prevent -dengue-fever/   … 

#dengue  #denguefever  #Denguevirus  #medicine  #healthsguardian 
#health  #haelthylife   #ImNotAJerkBut  #Russ  #ImNotAJerkBut pic.twitter.com/CEfBuwwIAu",/Healthsguardian/status/1105405673297174528,0,1,0,2019-03-12 02:50:24,false,false,false,false,-1235671083
